job,marital,education,default,housing,loan,contact,month,day_of_week,y
technician,single,professional.course,no,no,no,telephone,jul,thu,no
blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu,no
blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,no
blue-collar,single,basic.4y,no,no,no,telephone,jul,thu,no
blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,no
blue-collar,married,high.school,no,yes,no,telephone,jul,thu,no
blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,thu,no
blue-collar,married,basic.6y,unknown,no,no,telephone,jul,thu,no
blue-collar,married,high.school,no,yes,no,telephone,jul,thu,no
blue-collar,married,basic.6y,unknown,no,no,telephone,jul,thu,no
admin.,married,high.school,no,no,no,telephone,jul,thu,no
technician,married,university.degree,no,no,no,telephone,jul,thu,no
admin.,married,high.school,no,no,no,telephone,jul,thu,no
unemployed,married,basic.9y,unknown,no,no,telephone,jul,thu,no
blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,no
technician,divorced,professional.course,no,no,no,telephone,jul,thu,no
technician,single,university.degree,unknown,yes,yes,telephone,jul,thu,no
admin.,married,basic.9y,unknown,yes,no,telephone,jul,thu,no
admin.,divorced,unknown,unknown,no,no,telephone,jul,thu,no
blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jul,thu,no
housemaid,divorced,basic.6y,no,yes,no,telephone,jul,thu,no
admin.,single,high.school,no,no,no,telephone,jul,thu,no
admin.,single,high.school,no,no,no,telephone,jul,thu,no
admin.,single,high.school,no,no,no,telephone,jul,thu,no
management,married,university.degree,no,no,yes,telephone,jul,thu,no
admin.,divorced,university.degree,unknown,no,no,telephone,jul,thu,no
retired,married,unknown,no,no,no,telephone,jul,thu,no
retired,married,unknown,no,no,no,telephone,jul,thu,no
admin.,single,university.degree,no,no,no,telephone,jul,thu,no
technician,married,basic.9y,no,yes,no,telephone,jul,thu,no
admin.,divorced,university.degree,no,no,no,telephone,jul,thu,yes
management,married,university.degree,no,yes,no,telephone,jul,thu,no
blue-collar,divorced,high.school,no,yes,no,telephone,jul,thu,no
housemaid,single,basic.4y,no,yes,no,telephone,jul,thu,no
admin.,single,high.school,no,yes,yes,telephone,jul,thu,no
services,married,basic.9y,no,no,no,telephone,jul,thu,no
technician,married,professional.course,no,yes,no,telephone,jul,thu,no
blue-collar,married,basic.6y,no,yes,no,telephone,jul,thu,no
services,single,high.school,unknown,no,yes,telephone,jul,thu,no
housemaid,married,basic.4y,no,yes,no,telephone,jul,thu,no
services,married,high.school,no,yes,no,telephone,jul,thu,no
technician,married,basic.9y,no,no,no,telephone,jul,thu,no
blue-collar,married,basic.6y,no,yes,no,telephone,jul,thu,no
entrepreneur,married,professional.course,no,yes,no,telephone,jul,thu,no
management,single,unknown,no,no,no,telephone,jul,thu,no
blue-collar,married,basic.9y,unknown,no,yes,telephone,jul,thu,no
blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu,no
services,married,basic.9y,no,no,yes,telephone,jul,thu,no
services,single,high.school,no,yes,no,telephone,jul,thu,no
blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,no
technician,married,professional.course,no,yes,no,telephone,jul,thu,no
blue-collar,married,basic.9y,unknown,no,no,telephone,jul,thu,no
entrepreneur,single,university.degree,no,yes,no,telephone,jul,thu,no
technician,single,professional.course,no,yes,no,telephone,jul,thu,no
blue-collar,married,basic.4y,unknown,no,no,telephone,jul,thu,no
management,married,basic.6y,unknown,yes,no,telephone,jul,fri,no
self-employed,married,high.school,unknown,yes,no,telephone,jul,fri,no
technician,single,professional.course,no,no,no,telephone,jul,fri,no
blue-collar,married,unknown,no,yes,no,telephone,jul,fri,no
technician,married,high.school,no,yes,no,telephone,jul,fri,no
blue-collar,single,basic.9y,unknown,no,no,telephone,jul,fri,no
admin.,single,university.degree,no,no,no,telephone,jul,fri,no
services,single,high.school,no,yes,no,telephone,jul,fri,no
self-employed,married,basic.9y,unknown,no,no,telephone,jul,fri,no
technician,married,university.degree,no,yes,no,telephone,jul,fri,no
blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,fri,no
admin.,single,high.school,no,no,yes,telephone,jul,fri,no
management,married,university.degree,unknown,no,yes,telephone,jul,fri,no
management,married,university.degree,unknown,no,yes,telephone,jul,fri,no
blue-collar,single,high.school,no,yes,no,telephone,jul,fri,no
services,married,high.school,no,yes,no,telephone,jul,fri,no
technician,divorced,professional.course,no,yes,yes,telephone,jul,fri,no
blue-collar,married,basic.6y,no,yes,no,telephone,jul,fri,no
management,married,high.school,no,no,yes,telephone,jul,fri,no
housemaid,married,basic.6y,no,no,no,telephone,jul,fri,no
admin.,single,high.school,no,no,no,telephone,jul,fri,no
admin.,married,high.school,no,no,no,telephone,jul,fri,no
admin.,married,high.school,no,yes,no,telephone,jul,fri,no
blue-collar,single,high.school,no,no,no,telephone,jul,fri,no
technician,married,university.degree,no,yes,no,telephone,jul,fri,no
blue-collar,single,high.school,no,no,no,telephone,jul,fri,no
unemployed,single,professional.course,no,no,no,telephone,jul,fri,no
entrepreneur,married,university.degree,no,no,no,telephone,jul,fri,no
blue-collar,married,basic.4y,unknown,no,yes,telephone,jul,fri,no
admin.,single,university.degree,no,no,no,telephone,jul,fri,no
admin.,single,university.degree,no,yes,no,telephone,jul,fri,no
admin.,single,high.school,no,yes,no,telephone,jul,fri,no
admin.,single,high.school,no,yes,no,telephone,jul,fri,no
services,married,high.school,unknown,no,no,telephone,jul,fri,yes
blue-collar,married,high.school,no,no,no,telephone,jul,fri,no
admin.,married,university.degree,no,yes,no,telephone,jul,fri,no
admin.,single,university.degree,no,yes,no,telephone,jul,fri,no
entrepreneur,married,basic.4y,no,no,no,telephone,jul,fri,no
blue-collar,divorced,basic.4y,unknown,no,no,telephone,jul,fri,no
admin.,single,university.degree,no,yes,no,telephone,jul,fri,no
blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,no
blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,no
admin.,single,university.degree,unknown,no,no,telephone,jul,fri,no
admin.,married,university.degree,no,no,no,telephone,jul,fri,no
blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,fri,no
admin.,divorced,university.degree,no,yes,no,telephone,jul,fri,no
unemployed,married,university.degree,no,no,yes,telephone,jul,fri,no
admin.,single,high.school,no,yes,no,telephone,jul,fri,no
services,single,high.school,no,no,no,telephone,jul,fri,no
technician,single,high.school,no,yes,no,telephone,jul,fri,no
admin.,divorced,university.degree,no,no,yes,telephone,jul,fri,no
housemaid,married,basic.4y,no,no,no,telephone,jul,fri,no
entrepreneur,married,basic.4y,no,yes,no,telephone,jul,fri,no
admin.,married,university.degree,no,no,no,telephone,jul,fri,no
technician,married,university.degree,no,unknown,unknown,telephone,jul,fri,no
blue-collar,married,basic.4y,no,no,no,telephone,jul,fri,no
technician,single,professional.course,unknown,yes,no,telephone,jul,fri,no
admin.,divorced,university.degree,no,yes,no,telephone,jul,fri,no
blue-collar,married,basic.9y,unknown,no,no,telephone,jul,fri,no
entrepreneur,married,basic.6y,no,yes,yes,telephone,jul,fri,no
services,single,high.school,no,yes,no,telephone,jul,fri,no
technician,single,professional.course,no,yes,no,telephone,jul,fri,no
retired,married,basic.4y,unknown,no,no,telephone,jul,fri,no
admin.,married,university.degree,no,yes,yes,telephone,jul,fri,no
blue-collar,divorced,basic.4y,no,no,no,telephone,jul,fri,no
admin.,single,university.degree,no,unknown,unknown,telephone,jul,fri,no
blue-collar,married,basic.9y,no,no,no,telephone,jul,fri,no
blue-collar,married,basic.9y,no,yes,no,telephone,jul,fri,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,no
entrepreneur,married,high.school,no,yes,no,cellular,jul,fri,no
services,married,high.school,no,yes,no,telephone,jul,fri,no
technician,married,basic.9y,unknown,yes,no,cellular,jul,fri,no
management,married,university.degree,no,yes,no,cellular,jul,fri,no
technician,single,professional.course,no,no,no,telephone,jul,fri,no
services,divorced,high.school,no,yes,yes,cellular,jul,fri,no
retired,married,professional.course,unknown,yes,no,cellular,jul,fri,no
blue-collar,married,basic.9y,no,unknown,unknown,cellular,jul,fri,no
admin.,married,high.school,no,yes,no,cellular,jul,fri,no
blue-collar,divorced,basic.6y,unknown,unknown,unknown,cellular,jul,fri,no
services,married,high.school,no,yes,no,cellular,jul,fri,no
blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,no
admin.,married,basic.9y,no,yes,no,cellular,jul,fri,no
blue-collar,married,basic.9y,no,no,no,telephone,jul,fri,no
blue-collar,married,basic.4y,no,no,yes,cellular,jul,fri,no
retired,married,basic.9y,unknown,no,no,cellular,jul,fri,no
retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,no
technician,married,high.school,unknown,yes,no,cellular,jul,fri,no
blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,no
unemployed,married,high.school,no,no,no,cellular,jul,fri,no
admin.,married,high.school,no,yes,no,cellular,jul,mon,no
admin.,married,university.degree,unknown,unknown,unknown,cellular,jul,mon,no
blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,no
admin.,divorced,high.school,no,no,no,cellular,jul,mon,no
admin.,divorced,high.school,no,no,yes,cellular,jul,mon,no
admin.,married,illiterate,unknown,no,no,cellular,jul,mon,no
management,married,professional.course,no,yes,no,cellular,jul,mon,yes
retired,married,professional.course,unknown,yes,yes,cellular,jul,mon,yes
self-employed,married,basic.9y,no,yes,no,cellular,jul,mon,no
admin.,married,high.school,no,yes,yes,cellular,jul,mon,yes
admin.,married,university.degree,no,yes,no,cellular,jul,mon,no
admin.,divorced,basic.9y,no,yes,yes,cellular,jul,mon,no
technician,single,university.degree,no,no,yes,cellular,jul,mon,no
self-employed,divorced,university.degree,no,no,no,cellular,jul,mon,no
technician,married,university.degree,unknown,no,no,cellular,jul,mon,no
unemployed,divorced,university.degree,no,yes,no,cellular,jul,mon,no
blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,no
services,married,high.school,unknown,no,no,cellular,jul,mon,no
blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,no
admin.,married,basic.9y,no,yes,yes,cellular,jul,mon,no
technician,single,professional.course,no,yes,yes,cellular,jul,mon,no
blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,mon,no
blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,no
admin.,single,university.degree,no,no,no,cellular,jul,mon,no
unemployed,married,high.school,unknown,yes,no,cellular,jul,mon,no
services,married,professional.course,unknown,no,no,cellular,jul,mon,no
blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,no
blue-collar,married,basic.6y,no,no,no,telephone,jul,mon,no
admin.,married,university.degree,no,yes,yes,cellular,jul,mon,no
blue-collar,married,basic.6y,no,no,no,telephone,jul,mon,no
management,married,unknown,no,no,yes,cellular,jul,mon,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,no
self-employed,married,unknown,no,yes,no,cellular,jul,mon,no
management,divorced,university.degree,no,no,no,cellular,jul,mon,no
blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,no
technician,divorced,professional.course,no,no,no,cellular,jul,mon,no
technician,married,university.degree,unknown,no,no,cellular,jul,mon,no
technician,married,professional.course,unknown,no,no,cellular,jul,mon,no
services,married,high.school,unknown,yes,no,cellular,jul,mon,no
admin.,married,basic.9y,unknown,yes,no,telephone,jul,mon,no
management,divorced,university.degree,unknown,no,yes,cellular,jul,mon,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,no
services,married,basic.6y,no,no,yes,cellular,jul,mon,no
technician,married,basic.9y,unknown,no,no,cellular,jul,mon,no
self-employed,married,university.degree,no,yes,no,cellular,jul,mon,no
blue-collar,single,basic.4y,unknown,no,no,cellular,jul,mon,no
technician,married,professional.course,no,no,no,cellular,jul,mon,no
entrepreneur,married,basic.6y,no,yes,yes,cellular,jul,mon,yes
management,married,unknown,unknown,no,no,cellular,jul,mon,no
admin.,single,university.degree,no,yes,yes,cellular,jul,mon,no
blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,no
admin.,single,university.degree,no,no,no,cellular,jul,mon,no
management,married,basic.4y,no,no,no,cellular,jul,mon,no
blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,no
admin.,married,basic.9y,unknown,no,no,cellular,jul,mon,no
management,married,high.school,no,no,no,cellular,jul,mon,yes
admin.,divorced,university.degree,no,no,no,cellular,jul,mon,no
admin.,single,university.degree,no,no,no,cellular,jul,mon,no
services,single,basic.9y,no,no,no,cellular,jul,mon,no
blue-collar,single,basic.4y,no,yes,no,cellular,jul,mon,no
self-employed,single,basic.4y,no,unknown,unknown,cellular,jul,mon,no
blue-collar,single,basic.4y,no,unknown,unknown,cellular,jul,mon,no
blue-collar,divorced,basic.9y,no,no,no,cellular,jul,mon,no
blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,no
housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,mon,no
admin.,divorced,basic.6y,no,yes,no,cellular,jul,mon,no
housemaid,married,basic.4y,no,no,no,cellular,jul,mon,no
housemaid,divorced,high.school,no,yes,no,cellular,jul,mon,no
blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,no
technician,married,high.school,no,yes,no,cellular,jul,mon,no
management,married,university.degree,unknown,no,no,cellular,jul,mon,no
technician,married,basic.9y,no,no,no,cellular,jul,mon,no
self-employed,married,high.school,unknown,yes,no,telephone,jul,mon,no
blue-collar,single,basic.9y,no,yes,yes,telephone,jul,mon,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,no
services,married,high.school,no,yes,no,cellular,jul,mon,no
unemployed,single,high.school,no,yes,no,cellular,jul,mon,no
services,single,high.school,no,no,no,cellular,jul,mon,yes
admin.,married,high.school,no,no,yes,cellular,jul,mon,no
technician,married,professional.course,no,no,no,cellular,jul,mon,no
retired,married,basic.4y,no,yes,no,cellular,jul,mon,yes
services,single,high.school,no,yes,yes,cellular,jul,mon,no
blue-collar,divorced,basic.9y,no,no,no,telephone,jul,mon,no
blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,yes
blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,no
entrepreneur,married,university.degree,unknown,no,yes,telephone,jul,mon,no
management,single,university.degree,no,no,no,telephone,jul,mon,no
technician,married,university.degree,no,yes,yes,cellular,jul,mon,yes
blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,yes
services,married,high.school,no,no,no,cellular,jul,mon,no
services,married,high.school,unknown,yes,no,telephone,jul,mon,no
admin.,married,university.degree,no,no,no,cellular,jul,mon,no
unemployed,married,high.school,no,no,no,cellular,jul,mon,no
blue-collar,married,basic.9y,unknown,no,no,telephone,jul,mon,no
housemaid,single,basic.6y,no,no,no,cellular,jul,mon,no
blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,no
admin.,single,university.degree,no,yes,yes,telephone,jul,mon,no
unemployed,divorced,basic.9y,unknown,no,no,cellular,jul,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,no
admin.,divorced,high.school,no,no,no,cellular,jul,mon,no
housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,no
blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,no
services,single,basic.9y,unknown,no,yes,cellular,jul,mon,no
blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,mon,no
services,divorced,unknown,no,no,no,cellular,jul,mon,no
services,married,basic.6y,no,yes,no,cellular,jul,mon,no
unemployed,divorced,basic.9y,no,unknown,unknown,cellular,jul,mon,no
housemaid,married,university.degree,no,yes,no,cellular,jul,mon,no
admin.,single,high.school,no,no,no,cellular,jul,mon,no
entrepreneur,married,high.school,no,no,no,cellular,jul,mon,no
entrepreneur,married,high.school,no,yes,no,cellular,jul,mon,no
technician,married,university.degree,no,no,no,cellular,jul,mon,no
blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,no
admin.,single,university.degree,no,no,no,cellular,jul,mon,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,no
services,divorced,high.school,no,unknown,unknown,cellular,jul,mon,no
technician,married,basic.9y,unknown,no,no,cellular,jul,mon,no
entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,no
